"id","targeting_score","visual_appeal","contextual_relevance","headline_length","cta_strength","position_on_page","ad_format","age_group","gender","location","time_of_day","day_of_week","brand_familiarity","device_type","ad_frequency","market_saturation","seasonality","headline_sentiment","headline_word_count","headline_power_words","body_text_length","body_word_count","body_sentiment","headline_question","headline_numbers","body_keyword_density","body_readability_score","CTR"
6785,2,0.525200841647396,0,24,4,"Top Banner","Text","25-34","Female","West","Afternoon","Sunday",7,"Desktop",6,2,0,5.4299469780607,12,0,45,31,2.57161326295259,1,1,0.0323002308537252,86.0956661170349,0.102012254815729
2934,5,-1.64458524443722,1,18,4,"In-Content","Image","18-24","Male","South","Morning","Thursday",7,"Desktop",7,4,1,-1.87960860418527,4,0,11,8,-1.12738440493741,0,0,0.0514958883612417,69.6948079043068,0.104377919621199
6754,1,0.959221356301346,0,35,8,"In-Content","Text","25-34","Male","West","Afternoon","Saturday",6,"Mobile",3,2,1,3.67662314173901,9,0,156,35,0.344587031572864,0,0,0.0343360065831803,50.15754327178,0.0999707536475805
2291,4,3.0280817911327,1,23,1,"Side Banner","Image","35-44","Male","West","Afternoon","Saturday",7,"Desktop",4,4,0,1.42142521422934,4,1,11,8,-0.331031389895533,1,0,0.0531997701036744,82.4063729029149,0.104019166149943
1208,6,4.64534131311028,1,20,4,"Top Banner","Image","25-34","Male","West","Morning","Thursday",2,"Desktop",8,3,1,1.44512593724031,4,1,34,1,0.400028440852407,0,1,0.0419562853360549,91.7498302063905,0.103083139806344
5039,3,7.36652818686149,1,77,5,"Top Banner","Text","35-44","Male","South","Evening","Wednesday",7,"Desktop",4,2,0,-1.35835147731136,5,1,176,36,1.4118759296597,1,0,0.0876222734339535,77.8702862095088,0.101936003295097
9178,1,-4.07709161425661,0,NA,2,"In-Content","Video","35-44","Female","West","Afternoon","Wednesday",9,"Mobile",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101476082690715
7679,4,7.73098662728024,0,8,1,"Top Banner","Image","25-34","Female","Midwest","Morning","Friday",4,"Desktop",4,1,0,1.02313417798434,3,0,11,0,0.195370865145,0,0,0.0763993547973223,78.2172277686186,0.100489576044503
6782,0,0.157779393235571,1,9,1,"Side Banner","Image","25-34","Female",NA,"Afternoon","Monday",3,"Mobile",5,4,0,-0.201527219504658,3,1,20,6,-0.981237688019752,1,0,0.0633123350096867,79.3133511091582,0.104609677389682
5659,2,4.46509360083178,1,21,3,"Side Banner","Image","45-54","Male","West","Afternoon","Friday",3,"Desktop",8,6,0,2.73721169980789,5,0,29,9,-0.143104527801914,1,0,0.0934260849934071,81.4721403527074,0.0983393110004474
6597,3,4.9226697327476,1,18,6,"In-Content","Image","35-44","Male","West","Morning","Friday",3,"Mobile",5,0,1,-0.164771941935091,5,1,27,8,3.21302724618086,1,0,0.0571136594936252,51.1327518615872,0.101909948346504
6876,5,3.49950873740794,0,NA,4,"Top Banner","Video","45-54","Male","Northeast","Evening","Friday",3,"Mobile",7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0995813513738884
3187,3,4.24766296147176,1,NA,3,"Top Banner","Video","35-44","Male","Northeast","Evening","Friday",2,"Mobile",4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10041742141358
5328,4,3.85365181088651,0,6,6,"In-Content","Image","25-34","Female","South","Afternoon","Friday",3,"Desktop",6,4,0,-0.166741741897886,5,1,28,4,-0.385778816668468,1,0,0.0790969081851654,74.0476930630393,0.0983327614810372
1453,NA,NA,NA,66,NA,"In-Content","Text","35-44","Female","South","Morning","Tuesday",NA,"Mobile",4,NA,1,-0.0572797361617078,13,0,192,26,0.850684170261642,1,1,0.086243910822086,50.8194803958759,0.103729422356307
7914,2,3.01010396993417,0,31,4,"Top Banner","Video","45-54","Other","Midwest","Evening","Sunday",0,"Mobile",4,3,0,3.27084014566197,3,0,94,6,-4.51064136955596,1,0,0.0917457771860063,74.0269043133594,0.104387557667032
7163,6,-1.70571610914242,0,19,3,"In-Content","Image","25-34","Male","Midwest","Afternoon","Friday",5,"Desktop",7,3,1,-2.21718549893472,5,1,39,1,0.711750276674757,0,0,0.0456573150376789,60.249343176838,0.104422577508302
6198,3,0.190104424607257,0,NA,3,"Top Banner","Video","25-34","Male","Northeast","Morning","Saturday",0,"Mobile",3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103937974476471
6764,3,7.18275935262981,0,6,1,"Top Banner","Image","18-24","Male","West","Evening","Sunday",2,"Tablet",3,1,1,-1.0007492699848,4,1,43,5,1.89264563607478,1,0,0.0563311405200511,92.1066423295997,0.0977055764898951
4034,3,3.37518780559665,1,28,1,"In-Content","Text","25-34","Female","Midwest","Afternoon","Sunday",2,"Mobile",2,3,0,-1.7438687048927,10,0,71,9,-0.0659550848191256,1,0,0.0195694741164334,89.144742267672,0.0975534847324056
2871,NA,NA,NA,22,NA,"Side Banner","Image","25-34","Female","West","Morning","Thursday",NA,"Mobile",7,NA,0,1.09480219722225,5,1,37,2,0.927603735826449,0,0,0.0290603117109276,75.5238707992248,0.100336235240159
7876,2,0.292908933247579,1,50,2,"Top Banner","Text","45-54","Male",NA,"Afternoon","Saturday",3,"Mobile",1,2,0,5.07174829059412,6,1,176,31,-0.818335206541707,1,0,0.0274265516502783,71.8605792266317,0.0995257511430017
8288,4,2.61779617536698,0,17,2,"In-Content","Video","18-24","Female","West","Evening","Thursday",5,"Mobile",9,1,1,-3.02619012783704,8,0,98,1,2.80335749279734,1,1,0.0314907317282632,72.5085320998915,0.0975647284464006
4197,4,3.65584735022952,1,64,4,"In-Content","Text","35-44","Male","West","Afternoon","Tuesday",1,"Mobile",9,1,0,-4.60225782800603,11,1,161,3,1.85309478798021,1,1,0.0615379301970825,61.7353039444424,0.102315584602085
3011,5,4.94747649852009,1,81,3,"Side Banner","Text","35-44","Female","Northeast","Morning","Thursday",3,"Desktop",9,2,0,0.182487924550115,7,0,57,22,0.659567337580747,0,1,0.0273824326647446,62.080269085709,0.100438973407295
8258,1,6.56022695289097,0,19,1,"In-Content","Video","25-34","Female","Northeast","Morning","Tuesday",4,"Desktop",7,2,1,-1.67660217093455,3,0,37,4,-0.282963292724664,1,1,0.0964639920345508,81.9299513590522,0.102353680397311
2712,5,4.37548823916489,1,5,2,"Top Banner","Image","18-24","Male","Northeast","Evening","Friday",1,"Desktop",2,0,0,2.22739232297033,2,1,33,8,0.332467574365687,1,1,0.0361384928668849,68.316353962291,0.099799698924913
3888,6,5.81962370271759,1,77,2,"Top Banner","Text","35-44","Female","Midwest","Afternoon","Thursday",2,"Mobile",5,2,1,-2.09843392412774,14,1,126,21,1.70062296505347,1,0,0.0260313285258599,52.5325324619189,0.100419513277345
2717,5,2.91855346596394,0,19,1,"Top Banner","Video","25-34","Male","Northeast","Afternoon","Friday",0,"Mobile",7,5,0,2.22259013393735,8,1,69,17,-1.56775582887713,0,1,0.0360780440689996,81.153788708616,0.0995983971961154
4138,6,-1.86378320912238,1,81,4,"In-Content","Text","35-44","Male","Northeast","Evening","Tuesday",4,"Mobile",4,2,0,-0.582373069259489,12,1,68,40,1.51966470976255,1,0,0.031850646501407,88.8078061165288,0.100203987277151
7005,2,1.08973687567825,0,NA,11,"Side Banner","Text","18-24","Male","Midwest","Afternoon","Monday",9,"Mobile",6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103177850550371
9556,3,0.413100577531757,1,15,1,"Side Banner","Video","18-24","Male","Northeast","Afternoon","Friday",4,"Desktop",10,5,0,1.68362794419339,3,0,9,13,0.417345222904372,0,0,0.0752959456620738,69.9744074605405,0.0994438342183219
7035,3,-1.91616750108789,0,69,2,"Side Banner","Text","25-34","Male","South","Evening","Wednesday",5,"Mobile",1,0,1,-0.288538767350901,6,1,46,4,-1.90489615850214,0,0,0.0954110607109033,60.4057548218407,0.0981390392577939
7981,1,2.6677586717137,0,53,0,"Side Banner","Text","35-44","Female","South","Morning","Tuesday",4,"Mobile",4,6,0,-0.700504510221047,11,0,141,23,1.0235922458887,1,0,0.0191077930014581,61.7453530430794,0.103218495577895
2715,4,6.02945277894668,0,6,3,"In-Content","Image","75-84","Male","Midwest","Afternoon","Thursday",4,"Mobile",8,5,1,4.93787517192866,5,0,45,3,0.922084573471141,1,0,0.0378735294938087,59.9303240189329,0.102526864008542
5019,3,4.94443310663048,0,60,9,"Top Banner","Text","45-54","Male","South","Morning","Friday",4,"Mobile",3,8,0,0.247400968365483,7,0,125,38,-2.21596691891537,1,0,0.0109192615933716,66.0056592430919,0.100211164105416
5908,3,2.84940223974967,1,31,3,"In-Content","Video","18-24","Male","Midwest","Night","Thursday",9,"Desktop",3,3,1,-0.549953989595183,6,1,41,4,-2.34056194792645,0,1,0.0468064963631332,52.8059423551895,0.0976624855168722
2625,4,3.34442573033392,0,62,5,"In-Content","Text","45-54","Male","Midwest","Evening","Thursday",3,"Desktop",10,3,1,1.65740843851163,13,0,68,30,-3.52382028795549,1,0,0.0372986301779747,98.0118418345228,0.101054048601293
5724,3,1.99745953645375,0,64,2,"Side Banner","Text",NA,"Male","West","Afternoon","Sunday",5,"Mobile",8,3,1,-0.987283771481763,14,0,53,37,-1.86496450364067,0,0,0.0716046676761471,58.5251253447495,0.102942006233282
3106,6,-1.24017787310201,1,64,2,"Side Banner","Text",NA,"Female","South","Afternoon","Monday",5,"Mobile",9,2,0,-1.44105701639398,12,1,108,34,1.43263686772858,1,1,0.0582443641708233,94.3693527020514,0.102261932950965
8385,2,4.07220119756344,0,23,2,"In-Content","Image","65-74","Male",NA,"Morning","Wednesday",2,"Mobile",4,4,1,0.983574156211154,4,1,39,8,-3.42810795200683,0,0,0.0311067502689548,96.3052056147717,0.100445021969898
7929,5,3.71518843130177,1,15,1,"In-Content","Image","18-24","Other","Midwest","Evening","Tuesday",4,"Mobile",8,7,1,1.95707364012803,4,0,8,6,0.35767203991395,1,0,0.0643059960519895,74.7315930901095,0.0980665713805018
3110,3,1.30836876532619,0,9,3,"Top Banner","Image","18-24","Male","Midwest","Morning","Friday",4,"Desktop",3,6,1,-2.04669762709515,3,1,20,7,-1.28962159339334,0,0,0.0479842626815662,72.3203220288269,0.101765926785461
3199,4,3.75323042488632,0,24,5,"In-Content","Image","25-34","Female","West","Evening","Friday",8,"Desktop",6,3,0,-0.808105898632203,4,0,4,2,-1.23054143705508,1,1,0.0898594986926764,81.5757695585489,0.0986663396098402
6780,3,0.484067749016258,0,28,3,"Side Banner","Image","35-44","Female","South","Afternoon","Wednesday",4,"Mobile",9,3,0,2.08066770456804,2,1,1,7,0.529767208920751,1,1,0.0588883550534956,95.4628824372776,0.0992590175477352
8136,3,0.936634051922008,0,23,8,"In-Content","Image","25-34","Male","Northeast","Afternoon","Friday",2,"Tablet",9,5,0,2.66104794315758,4,0,32,0,-2.5902198091471,1,1,0.0244583668303676,88.5138941928744,0.0981570069637651
6163,1,1.48692503888016,1,26,1,"In-Content","Video","35-44","Male","West","Morning","Saturday",2,"Mobile",2,1,1,0.27495951273684,3,1,78,18,-2.98877830708677,0,1,0.0869588488992304,92.0243404223584,0.103053001235055
7158,2,1.69574080615825,1,30,6,"Side Banner","Video","45-54","Male","Northeast","Afternoon","Tuesday",11,"Mobile",5,3,0,-1.909215943534,10,0,33,15,-5.03436742359044,1,0,0.0646553627448156,83.7231679703109,0.103265820628185
4109,5,3.85447443265479,0,24,3,"Top Banner","Image","25-34","Male","Midwest","Afternoon","Thursday",8,"Mobile",10,4,1,-1.79954384109748,2,0,17,10,-1.50234131533531,0,0,0.0513771579903551,74.2230373667553,0.0994591645261081
9877,5,-2.93906562233548,1,16,4,"Top Banner","Video","35-44","Female","Northeast","Morning","Thursday",3,"Mobile",5,8,0,-1.20210028965084,10,1,51,17,2.61148110949149,0,1,0.0591082941601053,53.8058392237872,0.100262468940193
5290,4,2.423512996571,1,39,1,"Side Banner","Text","35-44","Male","West","Afternoon","Saturday",2,"Mobile",8,1,0,1.06442482988395,13,1,146,17,2.53967147057898,0,0,0.0268308104178868,62.3402192490175,0.102908867185398
5390,1,2.7002933546015,0,42,5,"Top Banner","Text","35-44","Male","Northeast","Morning","Monday",2,"Mobile",5,4,0,2.91590469807445,13,0,146,32,-0.653073642957203,0,1,0.0293155853799544,83.8392355013639,0.099376667619238
3517,6,-1.95109408697547,1,12,7,"In-Content","Image","45-54","Male","Northeast","Afternoon","Saturday",3,"Mobile",5,5,1,-1.19925175795302,3,1,24,1,0.595054290833101,0,0,0.0345423905388452,85.7641303096898,0.104163142108373
3861,2,-3.30540091675823,0,29,5,"Side Banner","Image","18-24","Male","South","Afternoon","Saturday",1,"Desktop",5,6,1,-1.28632087934582,2,1,3,7,4.69283163970902,0,1,0.0702413436863571,70.1606160961092,0.102006282197455
2581,3,4.60170540376742,1,13,1,"Top Banner","Image","18-24","Female","South","Night","Tuesday",17,"Mobile",2,3,1,0.843413929352706,5,0,17,3,-1.70869648886372,0,1,0.0612388731958345,76.7703989404254,0.0994937393304034
3441,5,2.61997169202976,1,77,4,"Side Banner","Text","18-24","Female","South","Morning","Monday",1,"Desktop",4,1,1,-1.69548364259969,10,0,180,36,0.867278322302036,1,0,0.0640861790487543,52.9017464257777,0.104529399867603
8063,3,6.62519694339491,1,74,4,"Side Banner","Text",NA,"Male",NA,"Afternoon","Thursday",6,"Mobile",4,3,0,1.2664841128329,7,1,181,1,1.37996134320191,0,0,0.0455835803365335,55.7761961128563,0.099877488427456
6976,5,1.32832075663982,1,29,2,"In-Content","Image","25-34","Female","Midwest","Evening","Friday",4,"Mobile",7,2,0,-0.692625993893935,5,0,12,4,-1.57262283730151,0,0,0.0777375063183717,52.3907300201245,0.103808233207124
2234,2,-1.19947955483789,1,59,6,"Side Banner","Text","25-34","Other","South","Morning","Tuesday",10,"Mobile",2,3,0,0.427252713796526,8,1,168,20,-0.556755956307619,1,1,0.0616880344087258,83.5832359036431,0.103357155675622
8559,4,2.66196793046158,1,29,8,"Side Banner","Image","55-64","Female","West","Afternoon","Monday",2,"Mobile",6,5,1,3.49184066119288,3,1,50,7,-1.17356085001986,0,1,0.046260852990672,97.2893154714257,0.104211105800389
7221,2,4.10809598049087,1,NA,6,"In-Content","Image","35-44","Female","West","Afternoon","Sunday",5,"Desktop",9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097637667488133
4370,3,0.114542882454114,0,5,1,"Side Banner","Image","35-44","Male","South","Afternoon","Wednesday",3,"Desktop",8,7,1,2.44576489526222,4,1,44,4,1.75187004836088,1,0,0.025155385970138,90.2274388703518,0.0991307524180216
8430,5,4.54635980794395,0,12,4,"Side Banner","Image","25-34","Male","West","Afternoon","Tuesday",9,"Mobile",2,5,1,-2.35665669985402,4,1,42,3,2.13895535809438,0,1,0.0728847448457964,79.7453523264267,0.0975965171139317
2608,1,2.90926627619087,0,41,1,"In-Content","Video","75-84","Male","South","Evening","Tuesday",5,"Mobile",6,3,1,-1.57595650774002,9,1,95,17,2.52468402973791,0,1,0.0145080943033099,68.2056593475863,0.101110240574629
3318,2,5.00251038323976,0,61,4,"In-Content","Text","25-34","Male","Northeast","Afternoon","Thursday",2,"Mobile",7,1,0,3.26389498248801,15,0,169,8,1.76532010405946,0,0,0.0261573754390702,87.3335917247459,0.104144668723234
3248,3,-1.30432724881051,1,26,1,"In-Content","Video","75-84","Male","South","Evening","Thursday",1,"Desktop",10,1,0,1.81203036241102,3,1,9,17,4.38683518682727,1,0,0.0660695830336772,57.2677311836742,0.101292592903682
7148,4,1.56875736734547,1,57,1,"Top Banner","Video","55-64","Female","South","Evening","Monday",3,"Desktop",2,3,0,2.28949003598575,3,0,21,17,2.87250543948111,0,1,0.0765903529315256,81.7179455887526,0.0995484344916212
8884,5,4.37543298528125,0,19,5,"Side Banner","Video","35-44","Male","Midwest","Evening","Tuesday",1,"Desktop",10,11,1,-1.79041713261968,9,0,100,7,-2.01608329243886,0,0,0.0566497620148584,98.4825984109193,0.104671101475284
6697,1,-3.31513057390742,1,11,2,"Top Banner","Image","35-44","Female",NA,"Night","Friday",1,"Mobile",1,2,0,-2.21245494114494,5,0,1,4,0.958221019933041,1,1,0.0225275640445761,77.7168098720722,0.105985464792647
8682,6,2.8782658681093,0,15,3,"Top Banner","Image","25-34","Male","South","Evening","Monday",7,"Desktop",10,10,1,2.39564295026801,2,0,4,10,3.5978476331515,1,1,0.0262720485287719,99.3310484220274,0.10818202263574
8398,1,-3.6946852036749,0,26,3,"Top Banner","Image","25-34","Male","Midwest","Morning","Saturday",3,"Mobile",6,4,0,1.76359287666267,4,0,24,6,3.01471043423713,1,0,0.0280616198293865,52.9386323643848,0.105684121159351
1552,6,3.88304857731105,0,15,2,"Top Banner","Video","25-34","Male","West","Morning","Saturday",6,"Mobile",1,9,1,1.60017480298901,8,0,49,15,-2.86327207742862,0,0,0.0836173873161897,78.8275502971373,0.109452090038054
5947,5,2.44440181921112,0,NA,2,"In-Content","Image","45-54","Female","Midwest","Afternoon","Friday",1,"Desktop",10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109431596827358
9441,2,4.67408261191884,1,22,6,"Side Banner","Image","55-64","Female","South","Afternoon","Tuesday",11,"Mobile",3,1,1,-1.20457411064349,3,0,15,7,0.138979004482313,0,1,0.0778043337445706,90.6160672544502,0.106929753843701
3537,2,5.25166981154227,1,13,3,"Top Banner","Image","18-24",NA,"West","Evening","Monday",4,"Mobile",6,6,0,-2.66824379305007,2,0,14,8,0.147114466487651,1,1,0.0645531888119876,65.8622029353864,0.105847500463953
6946,4,5.01177249189264,1,NA,1,"In-Content","Text","25-34","Male","South","Evening","Thursday",9,"Mobile",7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108105878059959
5469,3,4.24442908421504,1,23,5,"Side Banner","Image","35-44","Male","Northeast","Night","Friday",1,"Mobile",6,7,1,-0.161652530991064,2,1,13,4,3.15914077118061,0,0,0.0940061519201845,55.6816671276465,0.105815634147934
5134,4,1.78670377116554,1,20,4,"Side Banner","Image","65-74","Female","Northeast","Afternoon","Saturday",10,"Desktop",7,14,1,-1.50184111413012,2,0,36,6,-2.95121486542364,0,1,0.0480681456881575,78.5300849238411,0.108774859491263
5744,4,0.983011535951694,1,20,6,"In-Content","Image",NA,"Male","South","Afternoon","Tuesday",4,"Tablet",8,3,0,-0.161850883845481,5,1,9,1,-0.219789223597337,0,0,0.0265720205614343,80.6730068521574,0.104926862118157
3602,4,0.108373281403853,0,29,1,"Top Banner","Image","45-54","Male","South","Evening","Wednesday",2,"Mobile",2,6,0,1.37731587740945,4,1,48,1,-0.186447717171673,0,0,0.0928188050235622,65.7236627535895,0.110620979207629
1746,1,1.16787467552963,1,52,2,"In-Content","Text","45-54","Male",NA,"Night","Monday",1,"Mobile",7,6,0,-1.42522343549515,8,1,94,34,3.29461554748081,1,0,0.090339203372132,61.2908888142556,0.106660703513614
7065,5,5.58085594948363,1,84,1,"Side Banner","Text","18-24","Male","Midwest","Afternoon","Wednesday",6,"Mobile",1,1,0,1.70841041683354,11,1,96,4,-1.27102002262022,0,0,0.0796796277747489,78.1288301688619,0.10842509329306
5802,6,-1.58374329264495,1,82,6,"In-Content","Text","25-34","Female","Northeast","Evening","Friday",2,"Mobile",9,1,1,-0.781255655120285,6,1,100,27,-0.393867215201433,0,1,0.0270145336678252,84.3386709573679,0.105460975195657
7210,2,0.788399823780282,0,12,6,"Top Banner","Image",NA,"Female","South","Afternoon","Wednesday",4,"Mobile",9,8,1,-2.17945710460418,5,1,46,0,-0.540455664711719,0,1,0.0334331163554452,84.0992193203419,0.108728052235955
4188,4,1.31804700624165,1,11,2,"Top Banner","Video","25-34","Male","West","Morning","Wednesday",7,"Mobile",7,1,1,-0.355206481976667,8,1,58,7,2.05684404445983,1,0,0.0993565308488906,64.8949841619469,0.111428791844872
5979,3,3.80474378751685,1,7,5,"In-Content","Image","35-44","Female","South","Morning","Wednesday",3,"Desktop",9,7,1,-2.30139964870351,4,1,30,6,2.3458692843951,0,1,0.0903732047299854,74.0337537252344,0.111520862209912
6329,2,2.75201789757474,1,18,3,"Side Banner","Image","55-64","Male","Midwest","Morning","Sunday",2,"Mobile",8,1,0,4.78742732978198,2,1,17,6,2.22539740917349,1,0,0.0838924376456998,89.7950342739932,0.108462472701722
6447,3,5.08462566953009,1,29,6,"Top Banner","Image","35-44","Male","Midwest","Afternoon","Sunday",2,"Mobile",5,2,1,2.10686436381454,3,0,27,6,-1.43020533392112,0,1,0.0360558111127466,59.691896114964,0.10484110123062
5195,1,-4.55668690004935,1,18,2,"Top Banner","Image","25-34","Female","West","Afternoon","Tuesday",4,"Desktop",8,1,1,-1.64912400705726,5,0,48,6,1.72895813458822,0,1,0.0245413133688271,77.9503978323191,0.109031245655583
6414,2,-3.40611339303048,0,49,2,"Top Banner","Text","45-54","Male","South","Afternoon","Tuesday",2,"Desktop",9,4,0,0.248395388834263,5,1,135,7,-2.39168727646191,0,1,0.0953241044795141,69.7326991939917,0.110626950104692
6356,NA,NA,NA,NA,NA,"In-Content","Video","18-24","Female","Midwest","Evening","Sunday",NA,"Mobile",6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105354797552127
6933,4,4.66387419900631,0,68,3,"Side Banner","Text","25-34","Female","South","Morning","Sunday",4,"Mobile",9,4,1,-2.66631389821606,12,1,189,5,2.80778715968502,1,0,0.0216658426029608,63.893518038094,0.108227268972114
7242,2,7.23112201121398,1,10,3,"Side Banner","Image","18-24","Male","South","Afternoon","Saturday",9,"Mobile",8,4,1,0.597764521852389,3,1,48,8,0.0776022444502348,0,0,0.0217956340266392,53.6550548509695,0.105065780397886
5769,1,0.419394295534397,1,43,5,"Top Banner","Text","35-44","Male","Midwest","Morning","Wednesday",4,"Mobile",6,3,1,5.08936140499779,15,0,0,6,0.239697327589355,0,0,0.0176087402249686,56.8276491481811,0.111251567780595
4949,1,3.43534162905647,0,25,1,"Side Banner","Image","45-54","Male","West","Morning","Thursday",3,"Mobile",10,12,1,0.0808491567889423,3,1,32,8,-2.37458021518794,1,0,0.0353145862976089,70.8809136995114,0.105003179467652
6542,NA,NA,NA,35,NA,"In-Content","Text","45-54","Female",NA,"Afternoon","Friday",NA,"Desktop",2,NA,0,-2.623562720519,13,1,2,9,-0.0126324920181169,1,0,0.0477618367481045,86.4485301892273,0.108983166214668
8058,3,1.05504733558946,0,10,3,"Top Banner","Image","45-54","Male","Midwest","Morning","Tuesday",3,"Mobile",9,3,0,-0.540811343911146,2,1,5,4,2.45134631686437,0,0,0.030217905365862,80.3806039853953,0.10863637238216
6545,3,5.72878378650581,0,NA,3,"Side Banner","Video","18-24","Male","Northeast","Afternoon","Friday",1,"Desktop",10,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107217113533789
5844,2,1.89825076286216,0,35,3,"In-Content","Video","45-54","Female","West","Morning","Saturday",7,"Mobile",9,5,1,-3.41268427203904,4,0,26,17,1.42926541005286,1,1,0.0526386393629946,80.357660073787,0.10873076756342
8341,3,-0.437787650460137,0,66,2,"Top Banner","Text","25-34","Female","South","Afternoon","Sunday",2,"Mobile",1,2,1,4.64895189058383,5,1,121,1,1.0420961167712,0,1,0.0458751985454001,69.0939252381213,0.109763436865086
1997,7,-0.98335094235283,1,7,1,"Side Banner","Image","35-44","Female","West","Morning","Wednesday",2,"Mobile",2,3,1,-1.32810010481095,3,0,45,7,-0.13176162264315,1,0,0.058575299771037,91.8477593455464,0.106519095607361
6509,5,2.80600585310488,1,61,1,"In-Content","Text","35-44","Female","Northeast","Morning","Wednesday",2,"Desktop",1,5,1,-1.82378445107844,14,0,84,28,-3.2919571128716,0,0,0.0258264045091346,68.167042825371,0.106102282479676
9016,2,2.4903279584984,1,8,2,"Top Banner","Image","25-34","Male",NA,"Morning","Tuesday",5,"Desktop",10,2,1,0.19304966303663,3,0,27,7,0.421991871812676,1,1,0.0852240955177695,85.5276188580319,0.108562185229036
9288,2,6.12381093073834,0,20,1,"In-Content","Image","18-24","Female","Northeast","Morning","Wednesday",1,"Mobile",7,2,1,-1.20979888773775,3,0,2,9,-1.17952292258732,1,0,0.0510490176919848,57.8944164211862,0.106288210906674
8820,1,3.22525608643118,0,55,3,"Side Banner","Video","18-24","Male","South","Evening","Monday",3,"Desktop",6,1,1,-1.61051420364063,7,0,33,20,-1.05445820445037,1,0,0.0276252487930469,63.3323931368068,0.109171067344537
7199,2,-2.34297694623052,0,30,1,"Side Banner","Video","25-34","Female","South","Evening","Sunday",8,"Mobile",10,2,0,-3.53315943005797,4,1,30,6,1.9631609279169,0,1,0.0731775984005071,61.4430355024524,0.107567691459332
6687,2,0.52027858319874,1,NA,5,"Side Banner","Image","25-34","Female","West","Night","Saturday",4,"Mobile",8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109710947768239
9841,2,-0.086060081283343,1,20,0,"Side Banner","Image","45-54","Male","South","Afternoon","Thursday",7,"Mobile",4,5,1,0.517453218417031,2,0,2,6,-2.13154446253283,0,0,0.0637282911664806,62.287319265306,0.111353500478283
3909,3,-0.411287600043102,0,NA,5,"In-Content","Video","25-34","Male","South","Afternoon","Monday",3,"Desktop",9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107591662221603
3052,4,8.88010513773837,1,70,3,"Side Banner","Text",NA,"Female","Midwest","Afternoon","Friday",4,"Mobile",3,3,0,-0.677213626625228,5,1,110,25,1.04654951667772,1,0,0.0691281239734963,61.4739137352444,0.109485552575174
1822,NA,NA,NA,25,NA,"Side Banner","Text","18-24","Male","Northeast","Evening","Monday",NA,"Mobile",5,NA,0,1.97703453926658,11,1,51,32,4.69884122279299,0,1,0.0269829546799883,99.7993102064356,0.108494595462721
7610,3,3.64732686768616,1,11,5,"Side Banner","Video","45-54","Female","South","Morning","Wednesday",3,"Mobile",9,6,0,1.91682124571528,9,1,76,17,2.04935770947615,0,0,0.0829678561841138,92.0973923173733,0.108150567102714
3369,3,4.67520812547939,0,51,8,"In-Content","Text","25-34","Female",NA,"Morning","Friday",3,"Mobile",2,0,0,3.47528619971187,11,0,53,27,-0.305643605257345,0,1,0.0989046444697306,51.0514513473026,0.106804047249187
8008,1,2.80505852817704,1,22,1,"Top Banner","Image","35-44","Other","Northeast","Afternoon","Wednesday",4,"Mobile",2,4,1,1.95531771181811,5,0,7,4,-2.0578880023025,1,0,0.016611133820843,74.0349447121844,0.106184187097489
5985,4,8.5624232981518,1,81,1,"In-Content","Text","35-44",NA,NA,"Morning","Saturday",4,"Mobile",6,1,1,-0.426766016472061,8,0,157,29,-2.52828985523587,0,0,0.0908943753968924,98.1079785502516,0.105221966375193
2523,3,-0.438850186172555,0,19,10,"In-Content","Image",NA,"Female","Northeast","Evening","Tuesday",6,"Mobile",1,6,0,4.40107342674096,4,1,7,9,-3.07325239422356,0,1,0.0694305874221027,53.5829626722261,0.106105690143533
4365,6,-0.247860909201651,0,16,3,"Side Banner","Image","18-24","Female","South","Evening","Thursday",2,"Mobile",10,2,0,1.27990317442672,2,1,19,0,-3.04180446119372,0,1,0.0307140788505785,85.8329468523152,0.110202425398267
6001,NA,NA,NA,57,NA,"Side Banner","Video","35-44","Female","West","Morning","Tuesday",NA,"Desktop",10,NA,0,0.838197465051495,4,1,99,2,2.45187516549304,1,1,0.0574108376703225,95.4653516761027,0.111697048858449
6598,NA,NA,NA,6,NA,"Top Banner","Image","45-54","Male","Midwest","Night","Monday",NA,"Desktop",4,NA,0,1.28141893767345,4,0,39,8,0.349433605880721,0,0,0.0507702474109829,50.4670361755416,0.10646455261309
